Config,Organization,RAM,CPU,Scrubbed IPs,Duration_Seconds,Num_Commands
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.954,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.728,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.008,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.119,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.64,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.662,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.909,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.751,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.658,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.946,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.865,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.651,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.505,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.42,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.391,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.099,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.044,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.087,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.752,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.502,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.629,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.708,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.328,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.08,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.81,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.147,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.998,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.991,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.992,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.096,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.24,3
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.056,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.615,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.599,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.136,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.324,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.945,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.709,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.522,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,13.948,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.913,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.8,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.353,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.91,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.906,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.357,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.904,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.127,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.535,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.999,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.586,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.554,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.094,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.167,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.462,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.489,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.937,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.617,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.597,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,12.506,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.454,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.996,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.51,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.59,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.051,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.484,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.538,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.004,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.259,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.464,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.358,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.551,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.454,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,8.998,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.6,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.187,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,286.473,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.111,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,22.205,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.938,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.469,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.586,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.498,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.541,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.455,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.112,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.817,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.304,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.282,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,62.224,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,63.546,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.318,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,65.578,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,63.137,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.598,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.956,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,65.544,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,160.379,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.563,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.234,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.412,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.991,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.949,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.664,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.457,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.522,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.325,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.393,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.742,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.129,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.771,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.98,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.399,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.215,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.392,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.442,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.278,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.821,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.02,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.65,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.966,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.373,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.882,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.103,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.06,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.853,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.795,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.998,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.923,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.431,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.294,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.166,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.812,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,35.408,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.548,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.958,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.53,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.304,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.004,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.275,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.126,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.713,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.399,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.21,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.87,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.8,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,32.192,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.896,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.098,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.816,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.992,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.563,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,8.138,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.957,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.54,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.708,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.577,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.175,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.767,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.354,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.059,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.599,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.425,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.008,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.29,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.472,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.513,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.007,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.45,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.482,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.056,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.965,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.278,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.541,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.65,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,23.184,4
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.37,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.011,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.249,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.318,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.603,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.447,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.595,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,18.546,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.698,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.746,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.827,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.233,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.526,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.324,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.004,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.475,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.126,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.727,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.682,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,18.055,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.827,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.626,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.453,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.697,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,13.103,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.195,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,11.495,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,20.079,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.714,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,19.085,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.31,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.152,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.178,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.936,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.34,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.569,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.516,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.001,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.016,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,12.095,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,18.691,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.686,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,12.197,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,14.597,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,15.809,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.091,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.653,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,13.096,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,26.421,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.632,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.079,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.342,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.425,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,13.194,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.043,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.701,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.706,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.13,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.83,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.301,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.124,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.215,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.536,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.925,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.643,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.094,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.682,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.461,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.623,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.328,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,6.468,4
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.958,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.881,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.144,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.955,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.368,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.178,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.071,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.084,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.088,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.309,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.893,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.157,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.13,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.283,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.309,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.964,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.212,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,16.693,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.48,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.701,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.696,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.033,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.749,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.317,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.724,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.444,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.777,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.998,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.468,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.437,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.179,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.93,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.815,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,15,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.977,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.555,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.285,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.363,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.585,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.804,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.034,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.829,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.149,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.674,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.83,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.15,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.234,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.175,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.841,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.979,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.708,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.239,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.803,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.494,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.474,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,12.49,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.927,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.632,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,34.504,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.05,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.641,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.028,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.581,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.886,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.907,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.72,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.868,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.583,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.479,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.654,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.813,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.499,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,7.409,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,124.792,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.736,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.641,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.571,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.65,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.965,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.56,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.844,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.403,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.16,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.312,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.1,2
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.436,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.53,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.954,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.635,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.098,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.987,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.699,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.505,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.875,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.019,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.042,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.996,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.983,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.238,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,10.037,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.107,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.316,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.654,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.37,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.088,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,8.55,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.52,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.858,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.72,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.567,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.01,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.518,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.153,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.86,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.999,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.435,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.592,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.136,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,26.023,4
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.602,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.998,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,66.682,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,1.499,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,0.401,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,5.498,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,65.181,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.116,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,63.192,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.322,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,9.996,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.97,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.958,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,64.112,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.934,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.385,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.442,1
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,3.517,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,4.44,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.026,0
bank_high_low,bank,high,low,xxx.xxx.xxx.xxx,2.193,0
